"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/08/2019","Venmo Verifyban","VENMO VERIFYBAN","0.33","credit","Income","Interest Checking","",""
"7/07/2019","Taco Bell","TACO BELL 017293 DANVILLE IL","6.49","debit","Fast Food","Discover","",""
"7/07/2019","Dairy Queen","DAIRY QUEEN #44807 KEARNEY MO","5.47","debit","Fast Food","Discover","",""
"7/01/2019"," INST XFER","PAYPAL INST XFER","9.02","debit","Transfer","Interest Checking","",""
"6/28/2019","David Raube","Payment to David Raube","9.02","debit","Restaurants","PayPal Account","",""
"6/28/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 804.3 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 804.3 ~ Tran: DDIR","804.30","credit","Paycheck","Online Savings Account","",""
"6/24/2019"," INST XFER","PAYPAL INST XFER","24.13","debit","Transfer","Interest Checking","",""
"6/22/2019","Timothy's","Payment to Timothy Swanson","24.13","debit","Groceries","PayPal Account","",""
"6/17/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","151.28","debit","Credit Card Payment","Online Savings Account","",""
"6/17/2019"," TRANSFER","PAYPAL TRANSFER","2.00","credit","Transfer","Interest Checking","",""
"6/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","151.28","credit","Credit Card Payment","Discover","",""
"6/15/2019","Transfer to Bank Account","Transfer to Bank Account","2.00","debit","Transfer","PayPal Account","",""
"6/14/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 804.3 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 804.3 ~ Tran: DDIR","804.30","credit","Paycheck","Online Savings Account","",""
"6/13/2019","Google","Payment to Google","6.36","debit","Advertising","PayPal Account","",""
"6/13/2019","David Fletcher","Payment from David Fletcher","1.00","credit","Income","PayPal Account","",""
"6/13/2019","Charles Mikels","Payment from Charles Mikels","1.00","credit","Income","PayPal Account","",""
"6/12/2019","Google","PAYPAL *GOOGLE YOUTUBE 402-935-7733 CA","6.36","debit","Advertising","Discover","",""
"6/12/2019","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","460.00","debit","Tuition","Online Savings Account","",""
"6/11/2019"," TRANSFER","PAYPAL TRANSFER","18.66","credit","Transfer","Interest Checking","",""
"6/11/2019","Transfer to Bank Account","Transfer to Bank Account","18.66","debit","Transfer","PayPal Account","",""
"6/10/2019","Interest Paid","Interest Paid","5.08","credit","Interest Income","Online Savings Account","",""
"6/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"6/08/2019","Aldi","ALDI 44018 MARION IN","38.09","debit","Groceries","Discover","",""
"6/08/2019","Timothy Swanson","Payment from Timothy Swanson","18.66","credit","Income","PayPal Account","",""
"6/08/2019","Bill Timothy Swanson","Bill To Timothy Swanson","18.85","credit","Income","PayPal Account","",""
"6/07/2019","Dollar General","DOLLAR GENERAL #19589 UPLAND IN","5.35","debit","Shopping","Discover","",""
"6/07/2019","INST XFER","PAYPAL INST XFER","5.00","debit","Transfer","Interest Checking","",""
"6/06/2019","Steven Christophersen","Payment to Steven Christophersen","5.00","debit","Restaurants","PayPal Account","",""
"6/03/2019","INST XFER","PAYPAL INST XFER","42.67","debit","Transfer","Interest Checking","",""
"6/01/2019","Timothy's","Payment to Timothy Swanson","42.67","debit","Groceries","PayPal Account","",""
"5/31/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 400.48 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 400.48 ~ Tran: DDIR","400.48","credit","Paycheck","Online Savings Account","",""
"5/28/2019","INST XFER","PAYPAL INST XFER","57.98","debit","Transfer","Interest Checking","",""
"5/27/2019","Timothy's","Payment to Timothy Swanson","57.98","debit","Coffee Shops","PayPal Account","",""
"5/26/2019","Taco Bell","TACO BELL #23140 GAS CITY IN","6.41","debit","Fast Food","Discover","",""
"5/26/2019","GREEKS UPLAND UPLAND IN","GREEKS UPLAND UPLAND IN","6.12","debit","Restaurants","Discover","",""
"5/26/2019","Transfer to Interest Checking","Internet transfer to Interest Checking account XXXXXX9870","150.00","debit","Transfer","Online Savings Account","",""
"5/26/2019","Transfer from Online Savings Account","Internet transfer from Online Savings account XXXXXX2593","150.00","credit","Transfer","Interest Checking","",""
"5/20/2019","INST XFER","PAYPAL INST XFER","13.37","debit","Transfer","Interest Checking","",""
"5/19/2019","Timothy's","Payment to Timothy Swanson","13.37","debit","Coffee Shops","PayPal Account","",""
"5/18/2019","Pilot Travel Center","PILOT 01086 MARION IN","4.28","debit","Gas & Fuel","Discover","",""
"5/18/2019","Wal-Mart","WAL-MART SC - #1294 MARION IN","83.00","debit","Shopping","Discover","",""
"5/18/2019","Goodwill Industries","GOODWILL STORE 46 MARI MARION IN","4.80","debit","Shopping","Discover","",""
"5/17/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 82.71 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 82.71 ~ Tran: DDIR","82.71","credit","Paycheck","Online Savings Account","",""
"5/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","510.19","debit","Credit Card Payment","Online Savings Account","",""
"5/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","510.19","credit","Credit Card Payment","Discover","",""
"5/12/2019","SITARA INDIAN CUIS MUNCIE INAPPLE PAY ENDING I","SQ *SITARA INDIAN CUIS MUNCIE INAPPLE PAY ENDING I","14.89","debit","Restaurants","Discover","",""
"5/10/2019","DOLLARSMART UPLAND IN","DOLLARSMART UPLAND IN","4.63","debit","Restaurants","Discover","",""
"5/10/2019","Dollar General","DOLLAR GENERAL #19589 UPLAND IN","3.14","debit","Shopping","Discover","",""
"5/10/2019","Interest Paid","Interest Paid","5.46","credit","Interest Income","Online Savings Account","",""
"5/10/2019","ATM Fee Reimbursement","ATM Fee Reimbursement","3.00","credit","ATM Fee","Interest Checking","",""
"5/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"5/09/2019","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","100.00","debit","Tuition","Online Savings Account","",""
"5/08/2019","IHOP","IHOP #3313 MARION IN00828R","7.40","debit","Restaurants","Discover","",""
"5/03/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 109.02 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 109.02 ~ Tran: DDIR","109.02","credit","Paycheck","Online Savings Account","",""
"4/29/2019","GOSQ.COM ALEX HUNT UPLAND IN000230584301216450","SQ *GOSQ.COM ALEX HUNT UPLAND IN000230584301216450","11.00","debit","Hair","Discover","",""
"4/24/2019","Amazon","AMZN MKTP US*MZ0WA1QL1 AMZN.COM/BILLWA57P47KIM76B","9.95","debit","Shopping","Discover","",""
"4/24/2019","Fandango","PAYPAL *FANDANGO 402-935-7733 CA","8.19","debit","Movies & DVDs","Discover","",""
"4/24/2019","Fandango","Purchase from Fandango","8.19","debit","Movies & DVDs","PayPal Account","",""
"4/19/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 72.98 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 72.98 ~ Tran: DDIR","72.98","credit","Paycheck","Online Savings Account","",""
"4/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","98.85","debit","Credit Card Payment","Online Savings Account","",""
"4/15/2019","DIRECTPAY FULL BALANCE","DIRECTPAY FULL BALANCE","98.85","credit","Credit Card Payment","Discover","",""
"4/15/2019","Taylor","TAYLOR UNIVE-401285 236 W READE AVE UPLAND IN US","43.00","debit","Withdrawal","Interest Checking","",""
"4/10/2019","Interest Paid","Interest Paid","5.50","credit","Interest Income","Online Savings Account","",""
"4/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"4/05/2019","Amazon","AMZN MKTP US*MW63S8DR2 AMZN.COM/BILLWA44MAKTFXSDM","29.72","debit","Shopping","Discover","",""
"4/05/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 72.13 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 72.13 ~ Tran: DDIR","72.13","credit","Paycheck","Online Savings Account","",""
"4/01/2019","TRANSFER","PAYPAL TRANSFER","21.60","credit","Transfer","Interest Checking","",""
"3/30/2019","Transfer to Bank Account","Transfer to Bank Account","21.60","debit","Transfer","PayPal Account","",""
"3/30/2019","Timothy Swanson","Payment from Timothy Swanson","21.60","credit","Income","PayPal Account","",""
"3/27/2019","IMLEAGUES 919-636-3645 NC","IMLEAGUES 919-636-3645 NC","5.79","debit","Fast Food","Discover","",""
"3/26/2019","American Airlines","PP*AMERICANAIR 402-935-7733 CA","215.99","debit","Air Travel","Discover","",""
"3/26/2019","American Airlines","Purchase from American Airlines","215.99","debit","Air Travel","PayPal Account","",""
"3/24/2019","PP*UNITED 402-935-7733 CA","PP*UNITED 402-935-7733 CA","179.00","debit","Air Travel","Discover","",""
"3/24/2019","United Airlines","Purchase from United Airlines, Inc","179.00","debit","Air Travel","PayPal Account","",""
"3/23/2019","Google","Payment to Google","3.18","debit","Advertising","PayPal Account","",""
"3/22/2019","TOL TU PORTAL 7659985216 IN","TOL TU PORTAL 7659985216 IN","16.03","debit","Books & Supplies","Discover","",""
"3/22/2019","Google","PAYPAL *GOOGLE YOUTUBE 402-935-7733 CA","3.18","debit","Advertising","Discover","",""
"3/22/2019","Taylor Universit Payroll","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 129.16 ~ Tran: DDIR","129.16","credit","Paycheck","Online Savings Account","",""
"3/20/2019","Alfredapp Ca","PAYPAL *ALFREDAPP 402-935-7733 CA","31.56","debit","Electronics & Software","Discover","",""
"3/20/2019","Adafruitind Ca","PAYPAL *ADAFRUITIND 402-935-7733 CA","28.92","debit","Groceries","Discover","",""
"3/20/2019","Running With Crayons","Purchase from Running with Crayons Ltd","23.00","debit","Electronics & Software","PayPal Account","",""
"3/20/2019","Taylor Univ Payments","TAYLOR UNIV PAYMENTS","65.00","debit","Tuition","Interest Checking","",""
"3/20/2019","Adafruit Industries Llc","Purchase from Adafruit Industries LLC","28.92","debit","Groceries","PayPal Account","",""
"3/18/2019","Discover E","DISCOVER E-PAYMENT","156.69","debit","Credit Card Payment","Online Savings Account","",""
"3/16/2019","Meijer","MEIJER # 153 MARION INAPPLE PAY ENDING IN 2014","49.76","debit","Groceries","Discover","",""
"3/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","156.69","credit","Credit Card Payment","Discover","",""
"3/12/2019","Echeck Deposit","eCheck Deposit","222.00","credit","Transfer","Online Savings Account","",""
"3/10/2019","Interest Paid","Interest Paid","4.39","credit","Interest Income","Online Savings Account","",""
"3/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"3/09/2019","Portillos Hot Dogs","PORTILLOS HOT DOGS #52 FISHERS IN","6.20","debit","Restaurants","Discover","",""
"3/08/2019","Engrmspctrm Ca","PAYPAL *ENGRMSPCTRM 402-935-7733 CA","10.00","debit","Books & Supplies","Discover","",""
"3/08/2019","Jerome Wagner","Payment to Jerome Wagner","10.00","debit","Restaurants","PayPal Account","",""
"3/08/2019","Taylor Universit Payroll","TAYLOR UNIVERSIT PAYROLL","112.04","credit","Paycheck","Online Savings Account","",""
"2/27/2019","Amazon","AMZN MKTP US*MI97Z7DM1 AMZN.COM/BILLWA7HK7A28PZSF","32.89","debit","Shopping","Discover","",""
"2/26/2019","Internal Revenue Service","IRS  TREAS 310 TAX REF~ Future Amount: 99.27 ~ Tran: DDIR","99.27","credit","Federal Tax","Online Savings Account","",""
"2/22/2019","Taylor Universit Payroll","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 83.74 ~ Tran: DDIR","83.74","credit","Paycheck","Online Savings Account","",""
"2/19/2019","Discover E","DISCOVER E-PAYMENT","118.46","debit","Credit Card Payment","Online Savings Account","",""
"2/19/2019","Transfer","PAYPAL TRANSFER","12.32","credit","Transfer","Interest Checking","",""
"2/16/2019","Transfer Bank Account","Transfer to Bank Account","12.32","debit","Transfer","PayPal Account","",""
"2/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","118.46","credit","Credit Card Payment","Discover","",""
"2/11/2019","Google","Payment to Google","3.18","debit","Advertising","PayPal Account","",""
"2/10/2019","Interest Paid","Interest Paid","4.75","credit","Interest Income","Online Savings Account","",""
"2/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"2/04/2019","Tol Tu Portal","TOL TU PORTAL 7659985216 IN","12.83","debit","Books & Supplies","Discover","",""
"2/02/2019","Timothy Swanson","Payment from Timothy Swanson","15.50","credit","Income","PayPal Account","",""
"1/29/2019","Zybook College Txtbook","ZYBOOK COLLEGE TXTBOOK 140-863-4992 CA","61.83","debit","Tuition","Discover","",""
"1/29/2019","Amazon","AMZN DIGITAL*MB8A917Q0 888-802-3080 WA4WR4UDREA0E","22.72","debit","Shopping","Discover","",""
"1/29/2019","Amazon","AMZN DIGITAL*MB7AQ87U0 888-802-3080 WA7I3BJXRSHZ2","25.97","debit","Shopping","Discover","",""
"1/28/2019","Tol Tu Portal","TOL TU PORTAL 7659985216 IN","6.41","debit","Books & Supplies","Discover","",""
"1/28/2019","Inst Xfer","PAYPAL INST XFER","7.22","debit","Transfer","Interest Checking","",""
"1/26/2019","Ryan Houck","Payment to Ryan Houck","18.00","debit","Restaurants","PayPal Account","",""
"1/26/2019","Alexanders","ALEXANDERS ON THE SQUARE NOBLESVILLE IN","5.88","debit","Food & Dining","Discover","",""
"1/24/2019","Amazon","AMAZON.COM*MB0H01PA2 AMZN.COM/BILLWA17ZG6I1F9QS","21.05","debit","Shopping","Discover","",""
"1/23/2019","Timothy Swanson","Payment from Timothy Swanson","10.78","credit","Income","PayPal Account","",""
"1/16/2019","Discover E","DISCOVER E-PAYMENT","112.00","debit","Credit Card Payment","Online Savings Account","",""
"1/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","112.00","credit","Credit Card Payment","Discover","",""
"1/10/2019","Interest Paid","Interest Paid","4.88","credit","Interest Income","Online Savings Account","",""
"1/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"1/10/2019","ATM Fee Refund","ATM Fee Reimbursement","3.00","credit","ATM Fee","Interest Checking","",""
"1/07/2019","Digi Key","Payment to Digi-Key Corporation","11.07","debit","Hobbies","PayPal Account","",""
"1/07/2019","Digikeycorp Ca","PAYPAL *DIGIKEYCORP 402-935-7733 CA","11.07","debit","Gift","Discover","",""
"1/03/2019","Taylor Univ Payments","TAYLOR UNIV PAYMENTS","1147.50","debit","Tuition","Online Savings Account","",""
"1/02/2019","Taco Bell","TACO BELL #23140 GAS CITY IN","6.09","debit","Fast Food","Discover","",""
"1/02/2019","Inst Xfer","PAYPAL INST XFER","10.00","debit","Transfer","Interest Checking","",""
"1/01/2019","Timothy's","Payment to Timothy Swanson","10.00","debit","Coffee Shops","PayPal Account","",""
"1/01/2019","Brookshire's","BROOKSHIRES 2 VAN TXAPPLE PAY ENDING IN 2014","1.35","debit","Groceries","Discover","",""
"12/31/2018","Transfer","PAYPAL TRANSFER","12.29","credit","Transfer","Online Savings Account","",""
"12/30/2018","Amazon","AMZN MKTP US*M21J66832 AMZN.COM/BILLWA5M9EWP8PT4X","19.99","debit","Shopping","Discover","",""
"12/29/2018","Timothy Swanson","Payment from Timothy Swanson","12.29","credit","Income","PayPal Account","",""
"12/29/2018","Transfer Bank Account","Transfer to Bank Account","12.29","debit","Transfer","PayPal Account","",""
"12/29/2018","Amazon Kindle","KINDLE SVCS*M22S55UM1 866-321-8851 WA6475VEH0KT1","17.19","debit","Books","Discover","",""
"12/26/2018","Atom Tickets Llc","ATOM TICKETS, LLC 310-627-2866 CAAPPLE PAY ENDING","1.50","debit","Movies & DVDs","Discover","",""
"12/26/2018","Echeck Deposit","eCheck Deposit","50.00","credit","Gift","Online Savings Account","",""
"12/24/2018","Amazon","AMZN MKTP US*M204X2S90 AMZN.COM/BILLWA739XIV1S6FS","12.99","debit","Shopping","Discover","",""
"12/22/2018","Amazon","AMAZON.COM*M21OT16X1 AMZN.COM/BILLWAQNJTG0UEZCM","9.73","debit","Shopping","Discover","",""
"12/21/2018","Dirt Cheap","DIRT CHEAP TYLER TX #402 TYLER TX","5.83","debit","Shopping","Discover","",""
"12/21/2018","Wal-Mart","WAL-MART SC - #1022 TYLER TX","32.72","debit","Shopping","Discover","",""
"12/21/2018","Echeck Deposit","eCheck Deposit","2454.22","credit","Transfer","Online Savings Account","",""
"12/21/2018","Echeck Deposit","eCheck Deposit","50.00","credit","Gift","Interest Checking","",""
"12/18/2018","Discover E","DISCOVER E-PAYMENT","582.45","debit","Credit Card Payment","Online Savings Account","",""
"12/17/2018","Internet Thank You","INTERNET PAYMENT - THANK YOU","582.45","credit","Credit Card Payment","Discover","",""
"12/17/2018","Cashback Bonus Redemption","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","5.64","credit","Bonus","Discover","",""
"12/17/2018","Transfer to Interest Checking","Internet transfer to Interest Checking account XXXXXX9870","100.00","debit","Transfer","Online Savings Account","",""
"12/17/2018","Transfer from Online Savings Account","Internet transfer from Online Savings account XXXXXX2593","100.00","credit","Transfer","Interest Checking","",""
"12/17/2018","Transfer to Discover it Card","DISCOVER E-PAYMENT","89.44","debit","Credit Card Payment","Online Savings Account","",""
"12/17/2018","Inst Xfer","PAYPAL INST XFER","10.00","debit","Transfer","Interest Checking","",""
"12/16/2018","Amtrak","AMTRAK 1800USARAIL DC","112.00","debit","Travel","Discover","",""
"12/15/2018","Transfer from Online Savings Account","DIRECTPAY FULL BALANCE","89.44","credit","Credit Card Payment","Discover","",""
"12/14/2018","Timothy's","Payment to Timothy Swanson","10.00","debit","Coffee Shops","PayPal Account","",""
"12/13/2018","Taylor","TAYLOR UNIVE-401285 236 W READE AVE UPLAND IN US","43.00","debit","Withdrawal","Interest Checking","",""
"12/10/2018","Amazon","AMZN MKTP US*M00V409V0 AMZN.COM/BILLWA7IFLWH4YD7I","27.25","debit","Shopping","Discover","",""
"12/10/2018","Interest Paid","Interest Paid","3.30","credit","Interest Income","Online Savings Account","",""
"11/30/2018","Taylor","TAYLOR UNIVERSITY GERI 121-494-5400 IN","20.33","debit","Business Services","Discover","",""
"11/28/2018","Apple","APL*APPLE ONLINE STORE 800-676-2775 CAW596616431A6","50.00","debit","Electronics & Software","Discover","",""
"11/28/2018","Apple","APL*APPLE ONLINE STORE 800-676-2775 CAW596616431A6","277.13","debit","Electronics & Software","Discover","",""
"11/28/2018","Amtrak","AMTRAK 1800USARAIL DC","90.00","debit","Travel","Discover","",""
"11/27/2018","Amazon","AMZN MKTP US*M003Z7TS0 AMZN.COM/BILLWA5WOC408VQK3","36.98","debit","Shopping","Discover","",""
"11/27/2018","Requested Transfer Robert","Requested transfer from ROBERT R SWANSON Ally Bank Transfer","170.94","credit","Transfer","Online Savings Account","",""
"11/25/2018","Amazon","AMAZON.COM*M07V12L80 AMZN.COM/BILLWA6AAS98EL3JE","80.00","debit","Shopping","Discover","",""
"11/23/2018","Chuy Noblesville","CHUY S NOBLESVILLE NOBLESVILLE IN","6.40","debit","Restaurants","Discover","",""
"11/17/2018","Taylor University","SQ *TAYLOR UNIVERSITY UPLAND IN0002305843011896247","20.00","debit","Tuition","Discover","",""
"11/16/2018","Transfer to Discover it Card","DISCOVER E-PAYMENT","147.67","debit","Credit Card Payment","Online Savings Account","",""
"11/15/2018","Transfer from Online Savings Account","DIRECTPAY FULL BALANCE","147.67","credit","Credit Card Payment","Discover","",""
"11/10/2018","Interest Paid","Interest Paid","3.32","credit","Interest Income","Online Savings Account","",""
"11/03/2018","iTunes","APL*ITUNES.COM/BILL 800-275-2273 CAMSL85G2J9JA0","5.40","debit","Music","Discover","",""
"11/02/2018","Pickle Lounge Northside","PICKLE LOUNGE NORTHSIDE HARTFORD CITYIN","7.50","debit","Alcohol & Bars","Discover","",""
"10/29/2018","Imleaguesll Ca","PAYPAL *IMLEAGUESLL 402-935-7733 CA","5.79","debit","Sports","Discover","",""
"10/27/2018","Sky Zone Fishers","SKY ZONE - FISHERS FISHERS IN","19.00","debit","Kids Activities","Discover","",""
"10/27/2018","Culvers","CULVERS OF FISHERS FISHERS IN","3.99","debit","Fast Food","Discover","",""
"10/22/2018","Audible.com","AUDIBLE US 888-283-5051 NJFF8NDR6O3IR","16.18","debit","Books","Discover","",""
"10/19/2018","Imleaguesll Ca","PAYPAL *IMLEAGUESLL 402-935-7733 CA","5.79","debit","Sports","Discover","",""
"10/19/2018","Imleaguesll Ca","PAYPAL *IMLEAGUESLL 402-935-7733 CA","5.79","debit","Sports","Discover","",""
"10/16/2018","Amazon","AMZN MKTP US*M86MC2FQ2 AMZN.COM/BILLWA1H3GH8A4W59","19.61","debit","Shopping","Discover","",""
"10/16/2018","Amazon","AMZN MKTP US*MT6EH2WS1 AMZN.COM/BILLWA6PJI1VG7QTX","5.30","debit","Shopping","Discover","",""
"10/10/2018","Amazon","AMZN MKTP US*MT95059B1 AMZN.COM/BILLWA4B16R2MKJRK","12.91","debit","Shopping","Discover","",""
"10/10/2018","Amazon","AMZN MKTP US*MT7ZF5I72 AMZN.COM/BILLWA16E6VMWYZH7","43.62","debit","Shopping","Discover","",""
"10/10/2018","Interest Paid","Interest Paid","3.31","credit","Interest Income","Online Savings Account","",""
"10/03/2018","iTunes","APL*ITUNES.COM/BILL 800-275-2273 CAMSL6ST6WZ8A0","5.40","debit","Music","Discover","",""
"9/25/2018","Amazon","AMZN MKTP US*MT4Q48A21 AMZN.COM/BILLWA6BUFA5WGRZJ","26.50","debit","Shopping","Discover","",""
"9/24/2018","Transfer to Discover it Card","DISCOVER E-PAYMENT","242.37","debit","Credit Card Payment","Online Savings Account","",""
"9/24/2018","Transfer","PAYPAL TRANSFER","1.50","credit","Transfer","Interest Checking","",""
"9/22/2018","Wal-Mart","WAL-MART SC - #1294 MARION IN","5.25","debit","Shopping","Discover","",""
"9/22/2018","Cashback Bonus Redemption","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","2.45","credit","Bonus","Discover","",""
"9/22/2018","Smart Style","SMARTSTYLE MARION IN","18.27","debit","Hair","Discover","",""
"9/22/2018","Transfer from Online Savings Account","INTERNET PAYMENT - THANK YOU","242.37","credit","Credit Card Payment","Discover","",""
"9/21/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CAMSL5QSFDFNA0","10.81","debit","Music","Discover","",""
"9/19/2018","Transfer","PAYPAL TRANSFER","5.00","credit","Transfer","Interest Checking","",""
"9/17/2018","Inst Xfer","PAYPAL INST XFER","2.00","debit","Transfer","Interest Checking","",""
"9/12/2018","Inst Xfer Future","PAYPAL INST XFER~ Future Amount: 250 ~ Tran: ACHDW","250.00","debit","Transfer","Online Savings Account","",""
"9/10/2018","Interest Paid","Interest Paid","5.15","credit","Interest Income","Online Savings Account","",""
"9/03/2018","Amazon","AMZN MKTP US AMZN.COM/BILLWA31E8KOJFN9V","16.04","debit","Shopping","Discover","",""
"9/03/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CAMSL5D4LBMMA0","5.40","debit","Music","Discover","",""
"9/02/2018","Vudu","VUDU.COM 999-999-9999 CA","5.40","debit","Movies & DVDs","Discover","",""
"8/31/2018","Tol Tu Portal","TOL TU PORTAL 7659985216 IN","10.69","debit","Books & Supplies","Discover","",""
"8/31/2018","Turning Technologies LLC","TURNING TECHNOLOGIES YOUNGSTOWN OH","24.99","debit","Business Services","Discover","",""
"8/28/2018","Tol Tu Portal","TOL TU PORTAL 7659985216 IN","5.34","debit","Books & Supplies","Discover","",""
"8/28/2018","Amazon","AMZN MKTP US AMZN.COM/BILLWATWL1U5SFMU0","9.99","debit","Shopping","Discover","",""
"8/24/2018","Tol Tu Portal","TOL TU PORTAL 7659985216 IN","38.51","debit","Books & Supplies","Discover","",""
"8/24/2018","Sky Ranches Direct","SKY RANCHES INC DIRECT DEP~ Future Amount: 401.85 ~ Tran: DD","401.85","credit","Paycheck","Online Savings Account","",""
"8/23/2018","Code Energy Ca","PAYPAL *CODE ENERGY 402-935-7733 CA","19.00","debit","Books & Supplies","Discover","",""
"8/23/2018","Amazon Kindle","KINDLE SVCS 866-321-8851 WAOKEB31QNNNV","27.15","debit","Books & Supplies","Discover","",""
"8/23/2018","Amazon Kindle","KINDLE SVCS 866-321-8851 WA5T1JOH57FVS","12.98","debit","Books & Supplies","Discover","",""
"8/23/2018","Amazon Kindle","KINDLE SVCS 866-321-8851 WA1Y7OLPV2P73","3.78","debit","Books & Supplies","Discover","",""
"8/23/2018","Amazon Kindle","KINDLE SVCS 866-321-8851 WA32H9TPIAWZ9","10.81","debit","Books & Supplies","Discover","",""
"8/23/2018","Amazon Kindle","KINDLE SVCS 866-321-8851 WA6MBL3KZJ6R3","11.29","debit","Books & Supplies","Discover","",""
"8/23/2018","Amazon Kindle","KINDLE SVCS 866-321-8851 WA205364UNIOK","9.54","debit","Books & Supplies","Discover","",""
"8/22/2018","Discover E","DISCOVER E-PAYMENT","518.67","debit","Credit Card Payment","Online Savings Account","",""
"8/21/2018","Wal-Mart","WAL-MART SC - #1294 MARION IN","33.91","debit","Shopping","Discover","",""
"8/21/2018","Cashback Bonus Redemption","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","5.31","credit","Bonus","Discover","",""
"8/21/2018","Internet Thank You","INTERNET PAYMENT - THANK YOU","518.67","credit","Credit Card Payment","Discover","",""
"8/21/2018","West Texas Am","WEST TEXAS AM U TUITION","2454.22","debit","Tuition","Online Savings Account","",""
"8/14/2018","Amazon","AMZN MKTP US AMZN.COM/BILLWAS36DMR0MHMM","25.97","debit","Shopping","Discover","",""
"8/10/2018","Interest Paid","Interest Paid","2.79","credit","Interest Income","Online Savings Account","",""
"8/10/2018","Sky Ranches Direct","SKY RANCHES INC DIRECT DEP~ Future Amount: 492.9 ~ Tran: DDI","492.90","credit","Paycheck","Online Savings Account","",""
"8/08/2018","Brookshire's","BROOKSHIRES FUEL 2 VAN TX","4.88","debit","Groceries","Discover","",""
"8/08/2018","Echeck Deposit","eCheck Deposit","1000.00","credit","Gift","Online Savings Account","",""
"7/31/2018","Transfer","PAYPAL TRANSFER","96.20","credit","Transfer","Online Savings Account","",""
"7/31/2018","Transfer","PAYPAL TRANSFER","25.00","credit","Transfer","Interest Checking","",""
"7/30/2018","Goodwill Industries","GOODWILL INDUSTRIES - TYLER TX","11.00","debit","Shopping","Discover","",""
"7/30/2018","Inst Xfer","PAYPAL INST XFER","25.00","debit","Transfer","Interest Checking","",""
"7/27/2018","Requested Transfer Robert","Requested transfer from ROBERT R SWANSON Ally Bank Transfer","3540.42","credit","Transfer","Online Savings Account","",""
"7/27/2018","Requested Transfer Robert","Requested transfer from ROBERT R SWANSON Ally Bank Transfer","50.00","credit","Transfer","Interest Checking","",""
"7/26/2018","Verifybank Future Amount","PAYPAL VERIFYBANK~ Future Amount: .13 ~ Tran: DDIR","0.13","credit","Income","Online Savings Account","",""
"7/26/2018","Verifybank Future Amount","PAYPAL VERIFYBANK~ Future Amount: .15 ~ Tran: ACHDW","0.15","debit","Cash & ATM","Online Savings Account","",""
"7/26/2018","Verifybank Future Amount","PAYPAL VERIFYBANK~ Future Amount: .02 ~ Tran: DDIR","0.02","credit","Income","Online Savings Account","",""
"7/26/2018","Verifybank Future Amount","PAYPAL VERIFYBANK~ Future Amount: .17 ~ Tran: DDIR","0.17","credit","Income","Interest Checking","",""
